measurements_parameter,city,location,measurements_value,measurements_lastupdated
NO2,,"Ardhali Bazar, Varanasi - UPPCB",38.73,2022-10-31 02:00:00+00:00
SO2,,"Lajpat Nagar, Moradabad - UPPCB",10.8,2022-01-13 05:45:00+00:00
PM2.5,,"Peenya, Bengaluru - CPCB",50.55,2022-10-31 01:45:00+00:00
NO2,,"Sector- 16A, Faridabad - HSPCB",18.99,2022-10-31 02:00:00+00:00
O3,,"Central University, Hyderabad - TSPCB",5.5,2022-10-31 02:00:00+00:00
O3,,"CRRI Mathura Road, Delhi - IMD",28.31,2022-10-31 01:15:00+00:00
NO2,,"Shadipur, Delhi - CPCB",36.5,2022-10-31 02:00:00+00:00
CO,,"Maninagar, Ahmedabad - GPCB",180.0,2022-10-31 01:45:00+00:00
PM10,,"Sector-D Industrial Area, Mandideep - MPPCB",350.0,2022-10-31 02:00:00+00:00
O3,,"Shrinath Puram, Kota - RSPCB",15.48,2022-10-31 02:00:00+00:00
NO2,,"Jawaharlal Nehru Stadium, Delhi - DPCC",23.4,2018-05-10 09:30:00+00:00
NO2,,"Major Dhyan Chand National Stadium, Delhi - DPCC",87.4,2018-05-12 04:30:00+00:00
PM2.5,,"Dwarka-Sector 8, Delhi - DPCC",67.0,2018-05-11 12:30:00+00:00
PM2.5,,"Narela, Delhi - DPCC",173.0,2018-05-12 06:00:00+00:00
PM2.5,,"Okhla Phase-2, Delhi - DPCC",74.0,2018-05-13 10:00:00+00:00
NO2,,"Wazirpur, Delhi - DPCC",32.8,2022-10-31 00:45:00+00:00
CO,,"Sri Aurobindo Marg, Delhi - DPCC",1300.0,2022-10-31 00:45:00+00:00
SO2,,"Narela, Delhi - DPCC",2.2,2022-10-31 00:45:00+00:00
CO,,"ITO, Delhi - CPCB",1760.0,2022-10-31 01:45:00+00:00
PM2.5,,"Govt. High School Shikarpur, Patna - BSPCB",53.4,2022-10-16 15:45:00+00:00
SO2,,"Thavakkara, Kannur - Kerala PCB",1.08,2022-10-16 15:30:00+00:00
SO2,,"Lumpyngngad, Shillong - Meghalaya PCB",16.61,2022-10-16 16:00:00+00:00
NO2,,"Palayam, Kozhikode - Kerala PCB",17.5,2022-10-16 04:45:00+00:00
PM10,,"Rabindra Sarobar, Kolkata - WBPCB",70.9,2022-10-31 01:45:00+00:00
PM2.5,,"Rishi Nagar, Kaithal - HSPCB",238.02,2022-10-31 02:00:00+00:00
NO2,,"City Center, Gwalior - MPPCB",50.4,2022-10-16 16:00:00+00:00
PM10,,"Sector 11, Faridabad - HSPCB",572.8,2022-10-16 15:45:00+00:00
NO2,,"NISE Gwal Pahari, Gurugram - IMD",28.72,2022-10-14 16:15:00+00:00
SO2,,"Kunjaban, Agartala - Tripura SPCB",13.92,2022-10-16 16:00:00+00:00
O3,,"Borivali East, Mumbai - IITM",8.0,2022-07-08 07:15:00+00:00
O3,,"Revenue Colony-Shivajinagar, Pune - IITM",11.0,2022-07-07 07:15:00+00:00
SO2,,"Khindipada-Bhandup West, Mumbai - IITM",0.62,2022-09-22 05:30:00+00:00
PM2.5,,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",1.0,2022-10-16 16:00:00+00:00
SO2,,"Jawahar Nagar, Puducherry - PPCC",7.5,2022-10-16 16:00:00+00:00
PM2.5,,"Chandkheda, Ahmedabad - IITM",76.0,2022-10-16 15:45:00+00:00
CO,,"GIFT City, Gandhinagar - IITM",680.0,2022-07-07 09:00:00+00:00
PM10,,"Maldahiya, Varanasi - UPPCB",162.19,2022-10-31 02:00:00+00:00
PM2.5,,"Town Hall - Lal Bagh, Darbhanga - BSPCB",408.0,2022-10-31 01:45:00+00:00
PM10,,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",320.0,2022-10-16 15:45:00+00:00
NO2,,"Mangala, Bilaspur - NTPC",9.22,2022-10-31 02:00:00+00:00
SO2,,"Mirchaibari, Katihar - BSPCB",2.1,2022-10-16 15:45:00+00:00
NO2,,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",24.1,2022-10-31 01:45:00+00:00
SO2,,"Darshan Nagar, Chhapra - BSPCB",1.4,2022-10-31 01:45:00+00:00
NO2,,"Eco Herbal Park, Moradabad - UPPCB",6.4,2022-10-31 02:00:00+00:00
SO2,,"HIMUDA Complex Phase-1, Baddi - HPPCB",7.7,2022-10-31 01:45:00+00:00
PM2.5,,"Gurdeo Nagar, Aurangabad - BSPCB",63.0,2022-10-31 01:45:00+00:00
O3,,"Gurdeo Nagar, Aurangabad - BSPCB",26.1,2022-10-31 01:45:00+00:00
SO2,,"DRCC Anandpur, Begusarai - BSPCB",12.4,2022-10-31 01:45:00+00:00
PM10,,"Ashwini Nagar, Haveri - KSPCB",25.0,2022-10-16 16:00:00+00:00
PM10,,"Vibhab Nagar, Firozabad - UPPCB",75.2,2022-10-31 02:00:00+00:00
PM2.5,,"Vibhab Nagar, Firozabad - UPPCB",63.28,2022-10-31 02:00:00+00:00
NO2,,"Kumaran College, Tirupur - TNPCB",33.36,2022-10-16 15:45:00+00:00
PM10,,"Vasanthapuram, Vellore - TNPCB",90.0,2022-10-31 01:45:00+00:00
NO2,,"Paryavaran Parisar, Bhopal - MPPCB",26.1,2022-10-31 01:45:00+00:00
PM10,,"Shasthri Nagar, Ratlam - IPCA Lab",150.89,2022-10-31 02:00:00+00:00
SO2,,"Urban Estate-II, Hisar - HSPCB",31.97,2022-10-31 01:45:00+00:00
SO2,,"Sector-10, Gandhinagar - GPCB",7.19,2022-10-31 01:45:00+00:00
PM10,,"Sector-2 IMT, Manesar - HSPCB",345.9,2022-10-31 01:45:00+00:00
CO,,"Sector-2 IMT, Manesar - HSPCB",1790.0,2022-10-31 01:45:00+00:00
O3,,"Chikkaballapur Rural, Chikkaballapur - KSPCB",46.26,2022-10-31 02:00:00+00:00
O3,,"Jawaharlal Nehru Stadium, Delhi - DPCC",9.1,2022-10-31 00:45:00+00:00
O3,,"Borivali East, Mumbai - MPCB",16.72,2022-10-31 02:00:00+00:00
SO2,,"Phase-1 GIDC, Vapi - GPCB",29.3,2022-10-12 04:45:00+00:00
PM2.5,,"Nathu Colony, Ballabgarh - HSPCB",122.61,2022-10-31 01:45:00+00:00
PM10,,"Vile Parle West, Mumbai - MPCB",113.13,2022-10-31 01:45:00+00:00
CO,,"Pallavpuram Phase 2, Meerut - UPPCB",230.0,2022-10-16 16:00:00+00:00
NO2,,"Ganga Nagar, Meerut - UPPCB",50.6,2022-10-16 16:00:00+00:00
NO2,,"Anand Vihar, Delhi - DPCC",469.0,2018-02-21 21:15:00+00:00
PM2.5,,Alandur Bus Depot,111.73,2018-02-22 03:45:00+00:00
NO2,,Alandur Bus Depot,12.39,2018-02-22 03:45:00+00:00
PM2.5,,"Rabindra Bharati University, Kolkata - WBSPCB",34.6,2016-06-28 04:32:00+00:00
O3,,Collectorate - Muzaffarpur - BSPCB,2.4,2018-02-21 23:45:00+00:00
SO2,,Central School,7.71,2018-02-22 04:00:00+00:00
CO,,"Shadipur, Delhi - CPCB",2140.0,2018-02-22 02:45:00+00:00
SO2,,Nehru Nagar,12.4,2018-02-22 03:15:00+00:00
PM10,,"Model Town, Patiala - PPCB",170.7,2022-10-31 01:45:00+00:00
CO,,"Golden Temple, Amritsar - PPCB",580.0,2022-10-31 02:00:00+00:00
NO2,,"Talcher Coalfields,Talcher - OSPCB",11.12,2022-10-31 01:00:00+00:00
PM10,,"Pusa, New Delhi - IMD",50.37,2018-05-14 02:00:00+00:00
PM2.5,,"Gangapur Road, Nashik - MPCB",43.43,2022-10-31 02:00:00+00:00
O3,,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",15.1,2022-10-16 16:00:00+00:00
PM2.5,,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",77.0,2022-10-16 16:00:00+00:00
O3,,"Bollaram Industrial Area, Hyderabad - TSPCB",0.7,2022-10-31 02:00:00+00:00
PM2.5,,"Asansol Court Area, Asansol - WBPCB",74.44,2022-10-31 01:45:00+00:00
CO,,"Peenya, Bengaluru - CPCB",630.0,2022-10-31 01:45:00+00:00
PM10,,"Peenya, Bengaluru - CPCB",65.36,2022-10-31 01:45:00+00:00
CO,,"Anand Kala Kshetram, Rajamahendravaram - APPCB",540.0,2022-10-31 02:00:00+00:00
NO2,,"North Campus, DU, Delhi - IMD",24.0,2022-10-31 02:00:00+00:00
SO2,,"Padmapukur, Howrah - WBPCB",15.45,2022-10-31 01:45:00+00:00
CO,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",1190.0,2022-10-31 01:45:00+00:00
PM2.5,,"CRRI Mathura Road, Delhi - IMD",224.72,2022-10-31 01:15:00+00:00
PM2.5,,"Sector-D Industrial Area, Mandideep - MPPCB",88.0,2022-10-31 02:00:00+00:00
PM10,,"Major Dhyan Chand National Stadium, Delhi - DPCC",155.0,2018-05-10 09:30:00+00:00
PM10,,"Dwarka-Sector 8, Delhi - DPCC",250.0,2018-05-11 12:30:00+00:00
NO2,,"New Mandi, Muzaffarnagar - UPPCB",21.6,2022-10-31 02:00:00+00:00
NO2,,"Indirapuram, Ghaziabad - UPPCB",90.6,2022-10-31 02:00:00+00:00
PM2.5,,"Vasai West, Mumbai - MPCB",56.5,2022-10-31 02:00:00+00:00
CO,,"Aya Nagar, Delhi - IMD",1740.0,2022-10-31 01:15:00+00:00
PM2.5,,"Ashok Nagar, Udaipur - RSPCB",25.91,2022-10-31 01:45:00+00:00
CO,,"Pimpleshwar Mandir, Thane - MPCB",10.0,2022-10-16 11:45:00+00:00
PM2.5,,"Nishant Ganj, Lucknow - UPPCB",5.0,2019-08-21 08:15:00+00:00
PM2.5,,"Chandrapur, Chandrapur - MPCB",66.0,2022-10-31 02:00:00+00:00
O3,,"Chandrapur, Chandrapur - MPCB",14.9,2022-10-31 02:00:00+00:00
O3,,"Padmapukur, Howrah - WBPCB",20.55,2022-10-31 01:45:00+00:00
SO2,,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",18.45,2022-10-31 01:45:00+00:00
O3,,"Sector- 16A, Faridabad - HSPCB",16.86,2022-10-31 02:00:00+00:00
SO2,,"Suryakiran Bhawan NCL, Singrauli - MPPCB",11.2,2022-10-16 16:00:00+00:00
CO,,"Suryakiran Bhawan NCL, Singrauli - MPPCB",1320.0,2022-10-16 16:00:00+00:00
PM10,,"Opp GPO Civil Lines, Nagpur - MPCB",102.83,2022-10-31 00:45:00+00:00
SO2,,"Shadipur, Delhi - CPCB",10.3,2022-10-31 02:00:00+00:00
PM10,,"Sanegurava Halli, Bengaluru - KSPCB",44.07,2022-10-31 02:00:00+00:00
O3,,"Plammoodu, Thiruvananthapuram - Kerala PCB",11.3,2022-10-31 02:00:00+00:00
O3,,"IGSC Planetarium Complex, Patna - BSPCB",41.0,2022-10-31 02:00:00+00:00
PM10,,"PWD Grounds, Vijayawada - APPCB",0.0,2020-11-20 08:15:00+00:00
PM2.5,,"Bhopal Chauraha, Dewas - MPPCB",27.0,2022-10-31 02:00:00+00:00
SO2,,"Rohini, Delhi - DPCC",7.7,2018-05-09 11:00:00+00:00
SO2,,"Ghusuri, Howrah - WBPCB",2.19,2018-05-09 18:15:00+00:00
SO2,,"Nehru Nagar, Delhi - DPCC",18.8,2018-05-12 06:00:00+00:00
NO2,,"Nehru Nagar, Delhi - DPCC",19.1,2018-05-12 06:00:00+00:00
NO2,,"IHBAS, Dilshad Garden, Delhi - CPCB",11.42,2022-10-31 01:45:00+00:00
PM10,,"New Mandi, Muzaffarnagar - UPPCB",103.0,2022-10-31 02:00:00+00:00
PM2.5,,"Colaba, Mumbai - MPCB",72.16,2022-10-31 01:45:00+00:00
PM2.5,,"Major Dhyan Chand National Stadium, Delhi - DPCC",228.0,2022-10-31 00:45:00+00:00
SO2,,"Dwarka-Sector 8, Delhi - DPCC",1.7,2022-10-31 00:45:00+00:00
SO2,,"Alipur, Delhi - DPCC",16.5,2022-10-25 04:45:00+00:00
PM2.5,,"Alipur, Delhi - DPCC",290.0,2022-10-31 00:30:00+00:00
PM2.5,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",245.0,2022-10-31 00:30:00+00:00
SO2,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",9.9,2022-10-31 00:30:00+00:00
O3,,"Mahape, Navi Mumbai - MPCB",15.1,2022-10-16 15:45:00+00:00
NO2,,"General Hospital, Mandikhera - HSPCB",14.57,2022-10-31 01:45:00+00:00
O3,,"General Hospital, Mandikhera - HSPCB",20.79,2022-10-31 01:45:00+00:00
O3,,"Municipal Corporation Office, Dharuhera -  HSPCB",38.66,2022-10-31 01:45:00+00:00
SO2,,"Sector-18, Panipat - HSPCB",9.54,2022-10-31 01:45:00+00:00
NO2,,"Jayanagar 5th Block, Bengaluru - KSPCB",21.5,2022-10-31 02:00:00+00:00
PM2.5,,"New Collectorate, Baghpat - UPPCB",233.0,2022-01-31 04:45:00+00:00
CO,,"Sector-1, Noida - UPPCB",8970.0,2022-10-13 06:15:00+00:00
O3,,"Gomti Nagar, Lucknow - UPPCB",7.2,2022-10-16 16:00:00+00:00
SO2,,"Chhoti Gwaltoli, Indore - MPPCB",5.4,2020-01-06 09:15:00+00:00
NO2,,"East Arjun Nagar, Delhi - CPCB",95.95,2020-02-10 03:00:00+00:00
SO2,,"Bandra, Mumbai - MPCB",24.06,2021-12-24 04:45:00+00:00
SO2,,"Sikulpuikawn, Aizawl - Mizoram PCB",16.34,2022-10-16 15:45:00+00:00
NO2,,"Ibrahimpur, Vijayapura - KSPCB",8.86,2022-10-16 16:00:00+00:00
CO,,"Jahangirpuri, Delhi - DPCC",700.0,2022-10-31 00:45:00+00:00
PM2.5,,"R K Puram, Delhi - DPCC",201.0,2018-02-21 21:15:00+00:00
SO2,,"Haldia, Haldia - WBPCB",14.9,2022-10-31 02:00:00+00:00
NO2,,Collectorate Jodhpur - RSPCB,68.44,2018-02-22 03:45:00+00:00
CO,,"Rabindra Bharati University, Kolkata - WBSPCB",420.0,2017-10-26 06:00:00+00:00
SO2,,"Sanjay Palace, Agra - UPPCB",2.1,2022-10-31 02:00:00+00:00
PM2.5,,US Diplomatic Post: Kolkata,279.1,2016-11-09 16:30:00+00:00
SO2,,"Sector16A, Faridabad - HSPCB",8.19,2018-02-22 03:25:00+00:00
CO,,"Sanathnagar, Hyderabad - TSPCB",630.0,2018-02-22 03:00:00+00:00
SO2,,"Birla Staff colony, Satna - MPPCB",7.0,2018-03-14 03:30:00+00:00
PM10,,"Birla Staff colony, Satna - MPPCB",265.0,2018-03-14 03:30:00+00:00
PM2.5,,"BTM Layout, Bengaluru - CPCB",24.01,2022-10-16 16:00:00+00:00
O3,,"Sonia Vihar, Delhi - DPCC",3.8,2022-10-31 00:45:00+00:00
SO2,,"Mundka, Delhi - DPCC",9.2,2022-10-31 00:45:00+00:00
O3,,"Anand Vihar, Delhi - DPCC",25.8,2021-09-20 07:45:00+00:00
SO2,,"Victoria, Kolkata - WBPCB",10.48,2022-10-31 01:45:00+00:00
PM2.5,,"Samanpura, Patna - BSPCB",100.5,2022-10-16 15:45:00+00:00
SO2,,"Samanpura, Patna - BSPCB",6.15,2022-10-16 15:45:00+00:00
CO,,"Rohini, Delhi - DPCC",7000.0,2022-10-30 20:30:00+00:00
CO,,"PWD Juction, Kohima - NPCB",340.0,2022-10-16 16:00:00+00:00
PM10,,"PWD Juction, Kohima - NPCB",46.0,2022-10-16 16:00:00+00:00
O3,,"Rishi Nagar, Kaithal - HSPCB",0.43,2022-10-31 02:00:00+00:00
PM10,,"Rishi Nagar, Kaithal - HSPCB",475.97,2022-10-31 02:00:00+00:00
SO2,,"Sahilara, Maihar - KJS Cements",8.46,2022-10-31 01:45:00+00:00
CO,,"Royapuram, Chennai - TNPCB",940.0,2022-10-16 16:00:00+00:00
CO,,"Kunjaban, Agartala - Tripura SPCB",1040.0,2022-10-16 16:00:00+00:00
PM2.5,,"Deonar, Mumbai - IITM",75.1,2022-10-16 15:45:00+00:00
NO2,,"Bhosari, Pune - IITM",23.11,2022-07-07 04:45:00+00:00
PM10,,"Mhada Colony, Pune - IITM",45.43,2022-06-22 08:45:00+00:00
SO2,,"Sector-19A Nerul, Navi Mumbai - IITM",1.31,2022-10-16 16:00:00+00:00
CO,,"Chakala-Andheri East, Mumbai - IITM",1000.0,2022-10-16 13:00:00+00:00
PM10,,"Khindipada-Bhandup West, Mumbai - IITM",11.81,2022-09-22 05:30:00+00:00
PM10,,"Kandivali East, Mumbai - MPCB",145.42,2022-10-16 15:45:00+00:00
PM2.5,,"IITK, Kanpur - IITK",15.4,2022-10-16 16:00:00+00:00
CO,,"B.Katihalli, Hassan - KSPCB",190.0,2022-10-16 15:45:00+00:00
NO2,,"Naharlagun, Naharlagun - APSPCB",12.94,2022-10-15 02:45:00+00:00
NO2,,"Motilal Nehru NIT, Prayagraj - UPPCB",30.3,2022-10-31 02:00:00+00:00
PM10,,"Gyaspur, Ahmedabad - IITM",45.2,2022-07-07 08:45:00+00:00
PM2.5,,"SVPI Airport Hansol, Ahmedabad - IITM",41.5,2022-07-07 09:15:00+00:00
PM10,,"Shastripuram, Agra - UPPCB",106.65,2022-10-16 16:00:00+00:00
SO2,,"IESD Banaras Hindu University, Varanasi - UPPCB",15.57,2022-10-16 15:45:00+00:00
CO,,"NSI Kalyanpur, Kanpur - UPPCB",1220.0,2022-10-31 02:00:00+00:00
SO2,,"Kukrail Picnic Spot-1, Lucknow - UPPCB",16.42,2022-10-16 16:00:00+00:00
CO,,"FTI Kidwai Nagar, Kanpur - UPPCB",1490.0,2022-10-31 02:00:00+00:00
PM10,,"Town Hall, Munger - BSPCB",198.0,2022-10-31 01:45:00+00:00
NO2,,"Central Jail, Buxar - BSPCB",4.1,2022-10-31 01:45:00+00:00
NO2,,"SDM Office_Khagra, Kishanganj - BSPCB",51.0,2022-10-31 01:45:00+00:00
PM10,,"Rohta, Agra - UPPCB",177.7,2022-10-31 02:00:00+00:00
PM2.5,,"HIMUDA Complex Phase-1, Baddi - HPPCB",25.0,2022-10-31 01:45:00+00:00
PM2.5,,"Bardowali, Agartala - Tripura SPCB",62.9,2022-10-31 02:00:00+00:00
PM10,,"Gurdeo Nagar, Aurangabad - BSPCB",120.0,2022-10-31 01:45:00+00:00
CO,,"DM College of Science, Imphal - Manipur PCB",130.0,2022-10-31 02:00:00+00:00
SO2,,"DM College of Science, Imphal - Manipur PCB",65.67,2022-10-31 02:00:00+00:00
CO,,"Kompally Municipal Office, Hyderabad - TSPCB",750.0,2022-10-31 02:00:00+00:00
PM2.5,,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",24.05,2022-10-31 02:00:00+00:00
PM10,,"Ramachandrapuram, Hyderabad - TSPCB",68.85,2022-10-31 02:00:00+00:00
O3,,"Kalindi Kunj, Khurja - UPPCB",106.41,2022-10-31 01:45:00+00:00
NO2,,"Vasanthapuram, Vellore - TNPCB",2.13,2022-10-31 01:45:00+00:00
PM10,,"Sona College of Technology, Salem - TNPCB",65.0,2022-10-03 12:30:00+00:00
NO2,,"Sona College of Technology, Salem - TNPCB",3.3,2022-10-03 12:30:00+00:00
SO2,,"Girls College, Sivasagar - PCBA",2.35,2022-10-31 02:00:00+00:00
RELATIVEHUMIDITY,,Dhopagachi,64.11854203542073,2025-01-13 23:00:00+00:00
CO,,"Bawana, Delhi - DPCC",1300.0,2022-10-31 00:45:00+00:00
CO,,"Vyttila, Kochi - Kerala PCB",220.0,2022-10-16 16:00:00+00:00
PM2.5,,"Rajbansi Nagar, Patna - BSPCB",71.4,2022-10-16 15:45:00+00:00
O3,,"Hebbal 1st Stage, Mysuru - KSPCB",7.99,2022-10-31 02:00:00+00:00
NO2,,"Govt. High School Shikarpur, Patna - BSPCB",1.6,2022-10-16 15:45:00+00:00
PM2.5,,"Victoria, Kolkata - WBPCB",68.4,2022-10-31 01:45:00+00:00
O3,,"ICRISAT Patancheru, Hyderabad - TSPCB",7.4,2022-10-31 01:45:00+00:00
PM10,,"Teri Gram, Gurugram - HSPCB",183.8,2022-10-16 16:00:00+00:00
PM2.5,,"Vijay Nagar, Ramanagara - KSPCB",37.0,2022-10-31 02:00:00+00:00
CO,,"Marhatal, Jabalpur - MPPCB",940.0,2022-10-16 16:00:00+00:00
NO2,,"Kacheripady, Ernakulam - Kerala PCB",10.92,2022-10-16 16:00:00+00:00
PM10,,"Sahilara, Maihar - KJS Cements",52.42,2022-10-31 01:45:00+00:00
SO2,,"Sanjay Nagar, Ghaziabad - UPPCB",14.2,2022-10-31 02:00:00+00:00
CO,,"Diwator Nagar, Koppal - KSPCB",800.0,2022-10-16 14:45:00+00:00
SO2,,"Kandivali East, Mumbai - MPCB",14.72,2022-10-16 15:45:00+00:00
PM2.5,,"Devaraj Urs Badavane, Davanagere - KSPCB",8.0,2022-10-16 13:00:00+00:00
O3,,"Naharlagun, Naharlagun - APSPCB",13.47,2022-10-15 02:45:00+00:00
PM10,,"Rakhial, Ahmedabad - IITM",33.4,2022-07-13 06:30:00+00:00
CO,,"Rakhial, Ahmedabad - IITM",980.0,2022-07-13 06:30:00+00:00
SO2,,"SAC ISRO Bopal, Ahmedabad - IITM",8.61,2022-06-22 08:45:00+00:00
O3,,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25.0,2022-10-16 15:45:00+00:00
NO2,,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",45.7,2022-10-16 15:45:00+00:00
PM2.5,,"Nagar Nigam, Prayagraj - UPPCB",135.04,2022-10-31 02:00:00+00:00
SO2,,"Dada Peer, Sasaram - BSPCB",11.7,2022-10-31 01:45:00+00:00
NO2,,"Civic Center, Bhilai - Bhilai Steel Plant",0.0,2022-10-12 18:15:00+00:00
O3,,"Forest Rest House, Manguraha - BSPCB",3.8,2022-10-16 15:45:00+00:00
CO,,"New DM Office, Arrah - BSPCB",330.0,2022-10-31 01:30:00+00:00
CO,,"HIMUDA Complex Phase-1, Baddi - HPPCB",420.0,2022-10-31 01:45:00+00:00
PM2.5,,"DM Office_Kasipur, Samastipur - BSPCB",344.0,2022-10-31 01:45:00+00:00
O3,,"Zero Point GICI, Gangtok - SSPCB",10.59,2022-10-31 01:45:00+00:00
CO,,"ECIL Kapra, Hyderabad - TSPCB",250.0,2022-10-16 14:15:00+00:00
SO2,,"Kokapet, Hyderabad - TSPCB",4.19,2022-10-31 02:00:00+00:00
CO,,"Kalindi Kunj, Khurja - UPPCB",2510.0,2022-10-31 01:45:00+00:00
SO2,,"New Malakpet, Hyderabad - TSPCB",6.14,2022-10-31 02:00:00+00:00
PM2.5,,"Kumaran College, Tirupur - TNPCB",16.44,2022-10-16 15:45:00+00:00
PM2.5,,"Bombay Castel, Ooty - TNPCB",12.0,2022-10-15 10:45:00+00:00
SO2,,"Bombay Castel, Ooty - TNPCB",40.04,2022-10-15 10:45:00+00:00
SO2,,"Sona College of Technology, Salem - TNPCB",-3.23,2022-10-03 12:30:00+00:00
PM10,,"Aya Nagar, Delhi - IMD",327.31,2022-10-31 01:15:00+00:00
PM2.5,,"Lajpat Nagar, Moradabad - UPPCB",78.0,2022-01-13 04:45:00+00:00
O3,,"Anand Kala Kshetram, Rajamahendravaram - APPCB",3.8,2022-10-31 02:00:00+00:00
CO,,"North Campus, DU, Delhi - IMD",1390.0,2022-10-31 02:00:00+00:00
SO2,,"Central University, Hyderabad - TSPCB",8.5,2022-10-31 02:00:00+00:00
SO2,,"DTU, Delhi - CPCB",14.3,2022-10-31 01:45:00+00:00
PM2.5,,"Indira Colony Vistar, Pali - RSPCB",49.73,2022-10-31 01:45:00+00:00
NO2,,"Mandir Marg, New Delhi - DPCC",26.9,2018-05-10 07:30:00+00:00
NO2,,"Sanegurava Halli, Bengaluru - KSPCB",21.64,2022-10-31 02:00:00+00:00
PM10,,"ICRISAT Patancheru, Hyderabad - TSPCB",44.0,2020-04-28 06:15:00+00:00
PM10,,"Lalbagh, Lucknow - CPCB",245.8,2022-10-31 01:45:00+00:00
O3,,"PWD Grounds, Vijayawada - APPCB",12.5,2020-11-13 04:30:00+00:00
CO,,"Vasundhara, Ghaziabad - UPPCB",4020.0,2022-10-31 02:00:00+00:00
SO2,,"Bhopal Chauraha, Dewas - MPPCB",14.1,2022-10-31 02:00:00+00:00
CO,,"Rohini, Delhi - DPCC",700.0,2018-05-09 11:00:00+00:00
CO,,"Dr. Karni Singh Shooting Range, Delhi - DPCC",150.0,2018-05-09 11:00:00+00:00
PM10,,"Vivek Vihar, Delhi - DPCC",416.0,2018-05-12 06:00:00+00:00
SO2,,"Dwarka-Sector 8, Delhi - DPCC",10.8,2018-05-12 05:00:00+00:00
PM10,,"Jahangirpuri, Delhi - DPCC",307.0,2018-05-12 06:30:00+00:00
NO2,,"Okhla Phase-2, Delhi - DPCC",14.1,2018-05-12 05:30:00+00:00
PM2.5,,"NISE Gwal Pahari, Gurugram - IMD",169.69,2018-11-16 04:00:00+00:00
PM10,,"Mandir Marg, Delhi - DPCC",268.0,2022-10-31 00:45:00+00:00
SO2,,"Shasthri Nagar, Ratlam - IPCA Lab",29.22,2022-10-31 02:00:00+00:00
NO2,,"Mahape, Navi Mumbai - MPCB",95.36,2022-10-16 15:45:00+00:00
PM2.5,,"Sector-2 IMT, Manesar - HSPCB",215.0,2022-10-31 01:45:00+00:00
CO,,"Shastri Nagar, Narnaul - HSPCB",0.32,2022-10-31 02:00:00+00:00
SO2,,"Jayanagar 5th Block, Bengaluru - KSPCB",7.3,2022-10-31 02:00:00+00:00
PM10,,"Knowledge Park - III, Greater Noida - UPPCB",329.0,2022-10-31 02:00:00+00:00
O3,,"Knowledge Park - V, Greater Noida - UPPCB",4.43,2022-10-31 02:00:00+00:00
CO,,"MD University, Rohtak - HSPCB",690.0,2022-10-31 01:45:00+00:00
NO2,,"DRM Office Danapur, Patna - BSPCB",8.92,2022-10-16 16:00:00+00:00
CO,,"Corporation Ground, Thrissur - Kerala PCB",450.0,2022-10-16 15:30:00+00:00
PM2.5,India,Mumbai,40.0,2025-01-31 08:30:00+00:00
CO,,"Zoo Park, Hyderabad - TSPCB",920.0,2022-10-31 02:00:00+00:00
SO2,,"Peenya, Bengaluru - KSPCB",3.83,2018-02-22 02:45:00+00:00
CO,,"Haldia, Haldia - WBPCB",810.0,2022-10-31 02:00:00+00:00
O3,,Victoria Memorial - WBSPCB,28.9,2017-10-18 03:15:00+00:00
NO2,,"Sector-6, Panchkula - HSPCB",23.34,2022-10-31 01:45:00+00:00
CO,,"Sector-6, Panchkula - HSPCB",640.0,2022-10-31 01:45:00+00:00
SO2,,"Punjabi Bagh, Delhi - DPCC",54.4,2018-05-12 06:00:00+00:00
SO2,,"Gole Bazar, Katni - MPPCB",5.7,2022-10-16 16:00:00+00:00
NO2,,"Nehru Nagar, Delhi - DPCC",91.0,2022-10-31 00:45:00+00:00
CO,,"Sonia Vihar, Delhi - DPCC",4.2,2022-10-31 00:45:00+00:00
PM2.5,,"Sonia Vihar, Delhi - DPCC",310.0,2022-10-31 00:45:00+00:00
O3,,"Ashok Vihar, Delhi - DPCC",3.0,2022-10-31 00:45:00+00:00
PM2.5,,"Rohini, Delhi - DPCC",238.0,2022-10-31 00:45:00+00:00
NO2,,"Chhoti Gwaltoli, Indore - MPPCB",151.5,2022-10-16 16:00:00+00:00
PM10,,"Palayam, Kozhikode - Kerala PCB",97.0,2022-10-16 04:45:00+00:00
NO2,,"Kalyana Nagara, Chikkamagaluru - KSPCB",20.83,2022-10-16 16:00:00+00:00
SO2,,"Ballygunge, Kolkata - WBPCB",21.19,2022-10-16 16:00:00+00:00
CO,,"Meelavittan, Thoothukudi - TNPCB",210.0,2022-10-16 16:00:00+00:00
O3,,"Bandra Kurla Complex, Mumbai - IITM",5.0,2022-10-16 15:45:00+00:00
